Title,Screen #,Ink Color,Print,Transfer,Screen,NEW 2024 SIZING,,,
Limited Edition Aged To Perfection 1972,18907B,Black,Solid,,,,,,
Limited Edition Aged To Perfection 1972,18907W,White,Solid,,,,,,
Limited Edition Aged To Perfection 1973,18908B,Black,Solid,,,,,,
Limited Edition Aged To Perfection 1973,18908W,White,Solid,,,,,,
Limited Edition Aged To Perfection 1974,18909B,Black,Solid,,,,,,
Limited Edition Aged To Perfection 1974,18909W,White,Solid,,,,,,
Limited Edition Aged To Perfection 1975,18910B,Black,Solid,,,,,,
Limited Edition Aged To Perfection 1975,18910W,White,Solid,,,,,,
Limited Edition Aged To Perfection 1976,18911B,Black,Solid,,,,,,
Limited Edition Aged To Perfection 1976,18911W,White,Solid,,,,,,
Limited Edition Aged To Perfection 1977,18912B,Black,Solid,,,,,,
Limited Edition Aged To Perfection 1977,18912W,White,Solid,,,,,,
Limited Edition Aged To Perfection 1978,18913B,Black,Solid,,,,,,
Limited Edition Aged To Perfection 1978,18913W,White,Solid,,,,,,
Limited Edition Aged To Perfection 1979,18914B,Black,Solid,,,,,,
Limited Edition Aged To Perfection 1979,18914W,White,Solid,,,,,,
Limited Edition Aged To Perfection 1980,18915B,Black,Solid,,,,,,
Limited Edition Aged To Perfection 1980,18915W,White,Solid,,,,,,
Limited Edition Aged To Perfection 1981,18916B,Black,Solid,,,,,,
Limited Edition Aged To Perfection 1981,18916W,White,Solid,,,,,,
Limited Edition Aged To Perfection 1982,18917B,Black,Solid,,,,,,
Limited Edition Aged To Perfection 1982,18917W,White,Solid,,,,,,
Limited Edition Aged To Perfection 1983,18918B,Black,Solid,,,,,,
Limited Edition Aged To Perfection 1983,18918W,White,Solid,,,,,,
Limited Edition Aged To Perfection 1984,18919B,Black,Solid,,,,,,
Limited Edition Aged To Perfection 1984,18919W,White,Solid,,,,,,
Limited Edition Aged To Perfection 1985,18920B,Black,Solid,,,,,,
Limited Edition Aged To Perfection 1985,18920W,White,Solid,,,,,,
Limited Edition Aged To Perfection 1986,18921B,Black,Solid,,,,,,
Limited Edition Aged To Perfection 1986,18921W,White,Solid,,,,,,
Limited Edition Aged To Perfection 1987,18922B,Black,Solid,,,,,,
Limited Edition Aged To Perfection 1987,18922W,White,Solid,,,,,,
Limited Edition Aged To Perfection 1988,18923B,Black,Solid,,,,,,
Limited Edition Aged To Perfection 1988,18923W,White,Solid,,,,,,
Limited Edition Aged To Perfection 1989,18924B,Black,Solid,,,,,,
Limited Edition Aged To Perfection 1989,18924W,White,Solid,,,,,,
Limited Edition Aged To Perfection 1990,18925B,Black,Solid,,,,,,
Limited Edition Aged To Perfection 1990,18925W,White,Solid,,,,,,
,,,,,,,,,
Christmas Continued x3 19000-19099,,,,,,,,,
NP Milk and Cookie Co,19000M,Multi,DTF,,,X - ES 11 13,,,
Retro Rockin' Around Tree,19001M,Multi,DTF,,,,,,
Retro Van Groovy Christmas,19002M,Multi,DTF,,,,,,
Tis The Season Trees,19003M,Multi,DTF,,,,,,
Frosty Rudolph Santa Jesus,19004M,Multi,DTF,,,,,,
Ho Ho Ho Varsity Thick Outline,19005G,Green,Solid,X,X,,,,
Ho Ho Ho Varsity Thick Outline,19005R,Red,Solid,X,,,,,
Ho Ho Ho Varsity Thick Outline,19005W,White,Solid,X,,,,,
Jolly Varsity Thick Outline,19006G,Green,Solid,X,,,,,
Jolly Varsity Thick Outline,19006R,Red,Solid,X,,,,,
Jolly Varsity Thick Outline,19006W,White,Solid,X,X,,,,
Jolly Vibes Varsity Thick Outline,19007G,Green,Solid,X,X,,,,
Jolly Vibes Varsity Thick Outline,19007R,Red,Solid,X,X,,,,
Jolly Vibes Varsity Thick Outline,19007W,White,Solid,X,,,,,
Merry Varsity Thick Outline,19008G,Green,Solid,X,X,,,,
Merry Varsity Thick Outline,19008R,Red,Solid,X,,,,,
Merry Varsity Thick Outline,19008W,White,Solid,,,,,,
Merry Vibes Varsity Thick Outline,19009G,Green,Solid,X,X,,,,
Merry Vibes Varsity Thick Outline,19009R,Red,Solid,X,X,,,,
Merry Vibes Varsity Thick Outline,19009W,White,Solid,X,,,,,
North Pole University Santa,19010G,Green,Solid,X,,,,,
North Pole University Santa,19010R,Red,Solid,X,,,,,
North Pole University Santa,19010W,White,Solid,X,X,,,,
Feeling Jolly Smiley Face,19011M,Multi,DTF,,,,,,
Silent Night Yeah Right,19012M,Multi,DTF,,,,,,
Too Cute For Ugly Sweaters,19013B,Black,Solid,,,,,,
Too Cute For Ugly Sweaters,19013W,White,Solid,,,,,,
Magical Believe,19014M,Multi,DTF,,,,,,
Retro Deck The Halls Checkered,19015M,Multi,DTF,,,,,,
Retro Full Of Holiday Spirit,19016M,Multi,DTF,,,,,,
Retro Have A Holly Jolly Christmas,19017M,Multi,DTF,,,,,,
Retro Holiday Cheer,19018M,Multi,DTF,,,,,,
Retro Hot Cocoa Mug And Christmas Movies,19019M,Multi,DTF,,,,,,
Retro Hot Cocoa Vibes,19020M,Multi,DTF,,,,,,
Retro Jingle All The Time,19021M,Multi,DTF,,,,,,
Retro Merry And Bright Santa,19022M,Multi,DTF,X,,,,,
Retro Tis The Season Trees,19023M,Multi,DTF,,,,,,
Tis The Season,19024M,Multi,DTF,,,,,,
Christmas Vibes Santa,19025M,Multi,DTF,,,,,,
Here To Sleigh,19026M,Multi,DTF,,,,,,
Santa Cocoa Christmas Lights,19027M,Multi,DTF,,,,,,
Tis The Season Trees Grunge,19028M,Mutli,DTF,,,,,,
Mini Claus University,19029M,Multi,DTF,,,,,,
Mama Claus University,19030M,Multi,DTF,,,,,,
Retro Christmas Doodles,19031M,Multi,DTF,,,,,,
Don't Stop Believin' Santa Checkered,19032M,Multi,DTF,,,,,,
Candy Cane Cutie Stars,19033M,Multi,DTF,,,,,,
Hot Cocoa Kinda Girl,19034M,Multi,DTF,,,,,,
Jingle Bell Rockin',19035M,Multi,DTF,,,,,,
Retro Hot Cocoa Vibes Mug,19036M,Multi,DTF,,,,,,
Fa La La Rockin Tree,19037M,Multi,DTF,,,,,,
Joy Love Hope Peace Christmas Tree,19038M,Multi,DTF,,,,,,
Most Wonderful Time Of Year Holly,19039M,Multi,DTF,,,,,,
North Pole University Reindeer,19040M,Multi,DTF,X,,,,,
North Pole University Reindeer,19040W,White,,X,X,,,,
Santa North Pole University,19041M,Multi,DTF,,,,,,
Sleigh Rides On Santa Claus Lane,19042M,Multi,DTF,,,,,,
Merry Mama Pink Stars,19043M,Multi,DTF,,,,,,
Merry Babe Pink Stars,19044M,Multi,DTF,,,,,,
Eating Junk and Watching Rubbish,19045M,Multi,DTF,,,,,,
Merry Varsity White Outline,19046M,Multi,DTF,,,,,,
Jolly Plaid,19047M,Multi,DTF,,,,,,
For Unto Us A Child Is Born Nativity,19048B,Black,Screen/DTF,,,,,,
For Unto Us A Child Is Born Nativity,19048W,White,Screen/DTF,,,,,,
For Unto Us A Child Is Born Star,19049B,Black,Screen/DTF,,,,,,
For Unto Us A Child Is Born Star,19049W,White,Screen/DTF,,,,,,
Merry And Bright Colorful,19050M,Multi,DTF,,,,,,
Holly Jolly Babe Stacked,19051M,Multi,DTF,,,,,,
Sleigh Girl Sleigh,19052M,Multi,DTF,,,,,,
Christmas Ornaments,19053M,Multi,DTF,,,,,,
Have A Cup Of Cheer,19054M,Multi,DTF,,,,,,
Jingle Bell Rock Checkered,19055M,Multi,DTF,,,,,,
All The Jingle Ladies Bold,19056M,Multi,DTF,,,,,,
Fa La 8,19057RED,Red,Solid,,,,,,
Fa La 8,19057W,White,Solid,,,,,,
Christmas Collage,19058M,Multi,DTF,,,,,,
Reindeers Stacked,19059M,Multi,DTF,,,,,,
Christmas Favorites,19060M,Multi,DTF,,,,,,
Varsity Christmas Season,19061M,Multi,DTF,,,,,,
Tree And Mug Collage,19062M,Multi,DTF,,,,,,
Diagonal Ho Ho Ho,19063RED,Red,Solid,,,,,,
Diagonal Ho Ho Ho,19063W,White,Solid,,,,,,
North Pole University 1773,19064M,Multi,DTF,,,,,,
Santa Babe,19065M,Multi,DTF,,,,,,
Western Santa,19066M,Multi,DTF,,,,,,
Christmas Vibes Checkered,19067M,Multi,DTF,,,,,,
Feelin' Holly Jolly,19068M,Multi,DTF,,,,,,
Feelin' Jolly Stripes,19069M,Multi,DTF,,,,,,
Festive Babe,19070M,Multi,DTF,,,,,,
Gigi Claus University,19071M,Multi,DTF,,,,,,
Gigi Claus Hat,19072M,Multi,DTF,,,,,,
Grandma Claus,19073M,Multi,DTF,,,,,,
Jesus Best Gift Ever Cursive,19074M,Multi,DTF,,,,,,
Jolly Babe Colorful,19075M,Multi,DTF,,,,,,
Jolly Colorful Bold,19076M,Multi,DTF,,,,,,
Mama Claus Colorful,19077M,Multi,DTF,,,,,,
Mama Green And Red Bold,19078M,Multi,DTF,,,,,,
Merry Babe Bold,19079M,Multi,DTF,,,,,,
Merry Red And Green Bold,19080M,Multi,DTF,,,,,,
Santa Babe Bold,19081M,Multi,DTF,,,,,,
Teacher Claus Bold,19082M,Multi,DTF,,,,,,
Mama Claus University Santa,19083M,Multi,DTF,,,,,,
Mama Claus Circle,19084M,Multi,DTF,,,,,,
Nana Claus Circle,19085M,Multi,DTF,,,,,,
Stay Merry And Bright Circle,19086M,Multi,DTF,,,,,,
Joy To The World Cursive,19087M,Multi,DTF,,,,,,
Believe Bold,19088RED,Red,Solid,,,,,,
Believe Bold,19088W,White,Solid,,,,,,
Believe Bold,19088GRE,Green,Solid,,,,,,
Bright Bold,19089RED,Red,Solid,,,,,,
Bright Bold,19089W,White,Solid,,,,,,
Bright Bold,19089GRE,Green,Solid,,,,,,
Jingle Bold,19090RED,Red,Solid,,,,,,
Jingle Bold,19090W,White,Solid,,,,,,
Jingle Bold,19090GRE,Green,Solid,,,,,,
Jolly Bold,19091RED,Red,Solid,,,,,,
Jolly Bold,19091W,White,Solid,,,,,,
Jolly Bold,19091GRE,Green,Solid,,,,,,
Merry Bold Word,19092RED,Red,Solid,x,x,,,,
Merry Bold Word,19092W,White,Solid,x,,,,,
Merry Bold Word,19092GRE,Green,Solid,,,,,,
Noel Bold,19093RED,Red,Solid,,,,,,
Noel Bold,19093W,White,Solid,,,,,,
Noel Bold,19093GRE,Green,Solid,,,,,,
Rudolph Bold,19094RED,Red,Solid,,,,,,
Rudolph Bold,19094W,White,Solid,,,,,,
Rudolph Bold,19094GRE,Green,Solid,,,,,,
Cost Like Christmas,19095W,White,Solid,,,,,,
Cost Like Christmas,19095RED,Red,Solid,,,,,,
Cost Like Christmas,19095GRE,Green,Solid,,,,,,
Dear Santa Can I Have A Do Over,19096W,White,Solid,,,,,,
Dear Santa Can I Have A Do Over,19096RED,Red,Solid,,,,,,
Dear Santa Can I Have A Do Over,19096GRE,Green,Solid,,,,,,
Dear Santa It's A Funny Story,19097W,White,Solid,,,,,,
Dear Santa It's A Funny Story,19097RED,Red,Solid,,,,,,
Dear Santa It's A Funny Story,19097GRE,Green,Solid,,,,,,
Feelin' Frosty,19098W,White,Solid,,,,,,
Feelin' Frosty,19098RED,Red,Solid,,,,,,
Feelin' Frosty,19098GRE,Green,Solid,,,,,,
Hot Cocoa And Christmas Lights,19099W,White,Solid,,,,,,
Hot Cocoa And Christmas Lights,19099RED,Red,Solid,,,,,,
Hot Cocoa And Christmas Lights,19099GRE,Green,Solid,,,,,,
,,,,,,,,,
States 19100-19199,,,,,,,,,
Bubble Letter Alabama Colorful,19100M,Multi,DTF,,,,,,
Bubble Letter Alaska Colorful,19101M,Multi,DTF,,,,,,
Bubble Letter Arizona Colorful,19102M,Multi,DTF,,,,,,
Bubble Letter Arkansas Colorful,19103M,Multi,DTF,,,,,,
Bubble Letter California Colorful,19104M,Multi,DTF,,,,,,
Bubble Letter Colorado Colorful,19105M,Multi,DTF,,,,,,
Bubble Letter Connecticut Colorful,19106M,Multi,DTF,,,,,,
Bubble Letter Delaware Colorful,19107M,Multi,DTF,,,,,,
Bubble Letter Florida Colorful,19108M,Multi,DTF,,,,,,
Bubble Letter Georgia Colorful,19109M,Multi,DTF,,,,,,
Bubble Letter Hawaii Colorful,19110M,Multi,DTF,,,,,,
Bubble Letter Idaho Colorful,19111M,Multi,DTF,,,,,,
Bubble Letter Illinois Colorful,19112M,Multi,DTF,,,,,,
Bubble Letter Indiana Colorful,19113M,Multi,DTF,,,,,,
Bubble Letter Iowa Colorful,19114M,Multi,DTF,,,,,,
Bubble Letter Kansas Colorful,19115M,Multi,DTF,,,,,,
Bubble Letter Kentucky Colorful,19116M,Multi,DTF,,,,,,
Bubble Letter Louisiana Colorful,19117M,Multi,DTF,,,,,,
Bubble Letter Maine Colorful,19118M,Multi,DTF,,,,,,
Bubble Letter Maryland Colorful,19119M,Multi,DTF,,,,,,
Bubble Letter Massachusetts Colorful,19120M,Multi,DTF,,,,,,
Bubble Letter Michigan Colorful,19121M,Multi,DTF,,,,,,
Bubble Letter Minnesota Colorful,19122M,Multi,DTF,,,,,,
Bubble Letter Mississippi Colorful,19123M,Multi,DTF,,,,,,
Bubble Letter Missouri Colorful,19124M,Multi,DTF,,,,,,
Bubble Letter Montana Colorful,19125M,Multi,DTF,,,,,,
Bubble Letter Nebraska Colorful,19126M,Multi,DTF,,,,,,
Bubble Letter Nevada Colorful,19127M,Multi,DTF,,,,,,
Bubble Letter New Hampshire Colorful,19128M,Multi,DTF,,,,,,
Bubble Letter New Jersey Colorful,19129M,Multi,DTF,,,,,,
Bubble Letter New Mexico Colorful,19130M,Multi,DTF,,,,,,
Bubble Letter New York Colorful,19131M,Multi,DTF,,,,,,
Bubble Letter North Carolina Colorful,19132M,Multi,DTF,,,,,,
Bubble Letter North Dakota Colorful,19133M,Multi,DTF,,,,,,
Bubble Letter Ohio Colorful,19134M,Multi,DTF,,,,,,
Bubble Letter Oklahoma Colorful,19135M,Multi,DTF,,,,,,
Bubble Letter Oregon Colorful,19136M,Multi,DTF,,,,,,
Bubble Letter Pennsylvania Colorful,19137M,Multi,DTF,,,,,,
Bubble Letter Rhode Island Colorful,19138M,Multi,DTF,,,,,,
Bubble Letter South Carolina Colorful,19139M,Multi,DTF,,,,,,
Bubble Letter South Dakota Colorful,19140M,Multi,DTF,,,,,,
Bubble Letter Tennessee Colorful,19141M,Multi,DTF,,,,,,
Bubble Letter Texas Colorful,19142M,Multi,DTF,,,,,,
Bubble Letter Utah Colorful,19143M,Multi,DTF,,,,,,
Bubble Letter Vermont Colorful,19144M,Multi,DTF,,,,,,
Bubble Letter Virginia Colorful,19145M,Multi,DTF,,,,,,
Bubble Letter Washington Colorful,19146M,Multi,DTF,,,,,,
Bubble Letter West Virginia Colorful,19147M,Multi,DTF,,,,,,
Bubble Letter Wisconsin Colorful,19148M,Multi,DTF,,,,,,
Bubble Letter Wyoming Colorful,19149M,Multi,DTF,,,,,,
Philadelphia Buildings,19150B,Black,DTF,,,,,,
Philadelphia Buildings,19150W,White,DTF,,,,,,
California Buildings,19151B,Black,DTF,,,,,,
California Buildings,19151W,White,DTF,,,,,,
Austin Buildings,19152B,Black,DTF,,,,,,
Austin Buildings,19152W,White,DTF,,,,,,
Denver Buildings,19153B,Black,DTF,,,,,,
Denver Buildings,19153W,White,DTF,,,,,,
London Buildings,19154B,Black,DTF,,,,,,
London Buildings,19154W,White,DTF,,,,,,
Montreal Buildings,19155B,Black,DTF,,,,,,
Montreal Buildings,19155W,White,DTF,,,,,,
Netherlands Buildings,19156B,Black,DTF,,,,,,
Netherlands Buildings,19156W,White,DTF,,,,,,
New Orleans Buildings,19157B,Black,DTF,,,,,,
New Orleans Buildings,19157W,White,DTF,,,,,,
San Francisco Buildings,19158B,Black,DTF,,,,,,
San Francisco Buildings,19158W,White,DTF,,,,,,
Seattle Buildings,19159B,Black,DTF,,,,,,
Seattle Buildings,19159W,White,DTF,,,,,,
Chicago EST 1837,19160B,Black,DTF,,,,,,
Chicago EST 1837,19160W,White,DTF,,,,,,
Las Vegas EST 1905,19161B,Black,DTF,,,,,,
Las Vegas EST 1905,19161W,White,DTF,,,,,,
Phoenix EST 1881,19162B,Black,DTF,,,,,,
Phoenix EST 1881,19162W,White,DTF,,,,,,
San Francisco EST 1776,19163B,Black,DTF,,,,,,
San Francisco EST 1776,19163W,White,DTF,,,,,,
Seattle EST 1851,19164B,Black,DTF,,,,,,
Seattle EST 1851,19164W,White,DTF,,,,,,
Hawaii Since 1959,19165B,Black,Solid,,,,,,
Hawaii Since 1959,19165W,White,Solid,,,,,,
Hawaii Varsity Grunge,19166M,Multi,DTF,,,,,,
I Love New York,19167M,Multi,DTF,,,,,,
Hawaii Tropical Paradise,19168M,Multi,DTF,,,X-AL,,,
Texas Outline Leopard,19169M,Multi,DTF,,,,,,
New York City Arched 78,19170B,Black,,,,,,,
New York City Arched 78,19170W,White,,,,,,,
,,,,,,,,,
St. Patrick's Day (cont.) 19200-19299,,,,,,,,,
Lucky Mama Clovers Stacked,19200M,Multi,DTF,,,"x-sam (13,11)",,,
Lucky Mama Plaid And Leopard Stacked,19201M,Multi,DTF,,,"x-sam (13,11)",,,
Lucky Script,19202M,Multi,DTF,,,"x-sam (13,11)",,,
Pinch Proof Lucky Charm,19203G,Green,DTF,,,"x-sam (13, 11, 10, 8, 7,5)",,,
Retro Lucky Hat,19204M,Multi,DTF,,,"x-sam (13,11)",,,
Thick Thighs Lucky Vibes,19205G,Green,DTF,,,"x-sam (13, 11, 10, 8, 7,5)",,,
Feelin Lucky Checkered Smiley Face,19206M,Multi,DTF,,,"x-sam (13, 11, 10, 8, 7,5)",,,
Have A Lucky Day,19207M,Multi,DTF,,,"x-sam (13,11)",,,
Lucky Retro Stars,19208M,Multi,DTF,,,"x-sam (13,11)",,,
Lucky Script Stacked,19209M,Multi,DTF,,,"x-sam (13,11)",,,
Checker Shamrock,19210M,Multi,DTF,,,"x-sam (13, 11, 10, 8, 7,5)",,,
Lucky Varsity,19211M,Multi,DTF,,,"x-sam (13,11)",,,
Lucky Varsity Clover,19212M,Multi,DTF,X,,"x-sam (13,11)",,,
Lucky Varsity Clover,19212W,White,,X,X,"x-sam (13,11)",,,
Lucky Mama Retro Clovers,19213M,Multi,DTF,,,"x-sam (13,11)",,,
St. Patrick's Icons Chart,19214M,Multi,DTF,,,"x-sam (13,11)",pixelated,,
I'm So Lucky To Have You,19215M,Multi,DTF,,,"x-sam (13,11)",,,
Luck With Shamrock,19216M,Multi,DTF,,,"x-sam (13,11)",,,
Lucky Horseshoes,19217M,Multi,DTF,,,"x-sam (13,11)",,,
Lucky Vibes Cartoon Rainbow,19218M,Multi,DTF,,,"x-sam (13,11)",,,
Pinch Proof Shamrock,19219M,Multi,DTF,,,"x-sam (13, 11, 10, 8, 7,5)",,,
Stay Gold Lucky Shamrocks,19220M,Multi,DTF,,,"x-sam (13,11)",,,
Irish Varsity,19221W,White,Solid,X,X,"x-sam (13,11)",,,
Irish Varsity,19221B,Black,Solid,X,,"x-sam (13,11)",,,
St. Paricks Day Chart,19222M,Multi,DTF,,,"x-sam (13,11)",,,
St. Patricks Day Word Shamrock,19223W,White,Solid,X,,"x-sam (13,11)",,,
St. Patricks Day Word Shamrock,19223B,Black,Solid,X,X,"x-sam (13,11)",,,
St. Patrick's Lips,19224M,Multi,DTF,,,"x-sam (13,11)",,,
Lucky Daddy,19225W,White,Solid,,,"x-sam (13,11)",pixelated,,
Lucky Daddy,19225B,Black,Solid,,,"x-sam (13,11)",,,
Lucky Mama,19226W,White,Solid,X,X,"x-sam (13,11)",,,
Lucky Mama,19226B,Black,Solid,X,,"x-sam (13,11)",pixelated,,
Can't Pinch This Mini,19227M,Multi,DTF,,,N/A,,,
Luck With Shamrock Mini,19228M,Multi,DTF,,,N/A,,,
Lucky Clover Checkered Mini,19229M,Multi,DTF,,,N/A,,,
Lucky Horseshoes Mini,19230M,Multi,DTF,,,N/A,,,
Lucky Mama Retro Clovers Mini,19231M,Multi,DTF,,,N/A,,,
Smiley Lucky Babe Stacked Mini,19232M,Multi,DTF,,,N/A,,,
Stay Gold Lucky Shamrocks Mini,19233M,Multi,DTF,,,N/A,,,
You're My Lucky Charm Mini,19234M,Multi,DTF,,,N/A,,,
Lucky University,19235G,Green,DTF,,,"x-sam (13,11)",,,
Lucky Charm Friends,19236M,Multi,DTF,,,"x-sam (13,11)",,,
Lucky Mama Clover Script,19237M,Multi,DTF,,,"x-sam (13,11)",,,
Smiley Flowers With Sunglasses,19238M,Multi,DTF,,,"x-sam (13,11)",,,
Lucky Smiley Disco,19239M,Multi,DTF,,,"x-sam (13,11)",,,
Happy Go Lucky Checkered,19240M,Multi,DTF,,,X-Abbey,fuzzy,,
Buffalo Shamrock,19241B,Black,Solid,X,,X KAIT,,,
Buffalo Shamrock,19241W,White,Solid,X,X,X KAIT,fuzzy,,
Lucky With Clover,19242M,Multi,DTF,,,"x-sam (13,11)",,,
Smiley Clover Daisy,19243M,Multi,DTF,,,"x-sam (13,11)",fuzzy,,
Color Shamrocks,19244M,Multi,DTF,,,"x-sam (13,11)",,,
Let's Sham Rock Lightning Bolt,19245M,Multi,DTF,,,"x-sam (13,11)",,,
Lucky Vibes Lightning Bolt,19246M,Multi,DTF,,,"x-sam (13,11)",,,
Green Glitter Shamrock,19247M,Multi,DTF,,,Poor Print Quality--DON'T LIST,,,
Irish Varsity Grunge,19248GRE,Green,Distressed,,,"x-sam (13,11)",,,
Irish Varsity Grunge,19248B,Black,Distressed,,,"x-sam (13,11)",,,
Irish Varsity Grunge,19248W,White,Distressed,,,"x-sam (13,11)",,,
Charms Clover Smiley ,19249M,Multi,DTF,,,DON'T LIST,blurry,,
Lucky Checkered Grunge,19250M,Multi,DTF,,,"x-sam (13,11)",,,
Lucky Shamrock Disco,19251M,Multi,DTF,,,Poor Print Quality--DON'T LIST,,,
Shamrock Top Hat,19252M,Multi,DTF,,,Poor Print Quality--DON'T LIST,,,
Leprechaun Wishes,19253M,Multi,DTF,,,"x-sam (13,11)",,,
Farm Fresh Green Truck,19254M,Multi,DTF,,,"x-sam (13,11)",,,
St. Patrick's Retro Collage,19255M,Multi,DTF,,,"x-sam (13,11)",,,
Lucky Mama Distressed,19256GRE,Green,Distressed,,,"x-sam (13,11)",,,
Lucky Mama Distressed,19256B,Black,Distressed,,,"x-sam (13,11)",,,
Lucky Mama Distressed,19256W,White,Distressed,,,"x-sam (13,11)",,,
Irish Icons Chart,19257M,Multi,DTF,,,"x-sam (13,11)",,,
Lucky Season,19258M,Multi,DTF,,,"x-sam (13,11)",,,
Lucky Vibes Distressed,19259GRE,Green,Distressed,,,"x-sam (13,11)",,,
Lucky Vibes Distressed,19259B,Black,Distressed,,,"x-sam (13,11)",,,
Lucky Vibes Distressed,19259W,White,Distressed,,,"x-sam (13,11)",,,
Green Lucky Cursive,19260M,Multi,DTF,,,"x-sam (13,11)",,,
Lucky Cursive Shamrock,19261M,Multi,DTF,,,"x-sam (13,11)",,,
So Lucky Cheetah Shamrock,19262M,Multi,DTF,,,"x-sam (13,11)",,,
Farm Fresh Shenanigans,19263B,Black,Distressed,,,"x-sam (13,11)",,,
Farm Fresh Shenanigans,19263W,White,Distressed,,,"x-sam (13,11)",,,
Farm Fresh Shenanigans,19263GRE,Green,Distressed,,,"x-sam (13,11)",,,
Mama Checkered Clover,19264GRE,Green,Solid,,,"x-sam (13,11)",,,
Mama Checkered Clover,19264W,White,Solid,,,"x-sam (13,11)",,,
Mama Checkered Clover,19264B,White,Solid,,,"x-sam (13,11)",,,
Checkered Lucky Shamrock,19265GRE,Green,Solid,,,"x-sam (13,11)",,,
Checkered Lucky Shamrock,19265W,White,Solid,,,"x-sam (13,11)",,,
Checkered Lucky Shamrock,19265B,Black,Solid,,,"x-sam (13,11)",,,
Lucky Season Checkered,19266GRE,Green,Solid,,,"x-sam (13,11)",,,
Lucky Season Checkered,19266W,White,Solid,,,"x-sam (13,11)",,,
Lucky Season Checkered,19266B,Black,Solid,,,"x-sam (13,11)",,,
Lucky Vibes Checkered ,19267GRE,Green,Solid,,,"x-sam (13,11)",,,
Lucky Vibes Checkered ,19267W,White,Solid,,,"x-sam (13,11)",,,
Lucky Vibes Checkered ,19267B,Black,Solid,,,"x-sam (13,11)",,,
St. Patrick University,19268W,White,Distressed,,,"x-sam (13,11)",,,
St. Patrick University,19268B,Black,Distressed,,,"x-sam (13,11)",,,
St. Patrick University,19268GRE,Green,Distressed,,,"x-sam (13,11)",,,
Luck Of The Irish,19269W,White,Distressed,,,"x-sam (13,11)",,,
Luck Of The Irish,19269B,Black,Distressed,,,"x-sam (13,11)",,,
Luck of The Irish,19269GRE,Green,Distressed,,,"x-sam (13,11)",,,
Lucky Stacked Distressed,19270W,White,Distressed,,,"x-sam (13,11)",,,
Lucky Stacked Distressed,19270B,Black,Distressed,,,"x-sam (13,11)",,,
Lucky Stacked Distressed,19270GRE,Green,Distressed,,,"x-sam (13,11)",,,
Teacher Checkered Shamrock,19271M,Multi,DTF,,,"x-sam (13,11)",,,
Pinches Get Stitches,19272GRE,Green,Solid,,,"x-sam (13,11)",,,
Pinches Get Stitches,19272W,White,Solid,,,"x-sam (13,11)",,,
Pinches Get Stitches,19272B,Black,Solid,,,"x-sam (13,11)",,,
Clover Eyes Smiley,19273M,Multi,DTF,,,"x-sam (13,11)",,,
Lucky Shamrock Rainbow,19274M,Multi,DTF,,,"x-sam (13,11)",,,
Howdy Go Lucky Stars,19275M,Multi,DTF,,,"x-sam (13,11)",,,
Howdy Go Lucky Clovers,19276GRE,Green,Solid,,,"x-sam (13,11)",,,
Howdy Go Lucky Clovers,19276B,Black,Solid,,,"x-sam (13,11)",,,
Howdy Go Lucky Clovers,19276W,White,Solid,,,"x-sam (13,11)",,,
Cursive Lucky Clover,19277GRE,Green,Solid,,,"x-sam (13,11)",,,
Cursive Lucky Clover,19277W,White,Solid,,,"x-sam (13,11)",,,
Cursive Lucky Clover,19277B,Black,Solid,,,"x-sam (13,11)",,,
Clover Leopard Smiley Face ,19278M,Multi,DTF,,,"x-sam (13,11)",,,
Lucky Vibes Smiley ,19279M,Multi,DTF,,,"x-sam (13,11)",,,
Lucky Day Rainbow,19280M,Multi,DTF,,,"x-sam (13,11)",,,
Kiss Me Irish Lips,19281M,Multi,DTF,,,"x-sam (13,11)",,,
Bold Green Lucky Stacked,19282M,Multi,DTF,,,X KAIT,,,
Green Dice Feeling Lucky,19283M,Multi,DTF,,,"x-sam (13,11)",,,
Howdy Go Lucky Disco Ball,19284GRE,Green,Distressed,,,"x-sam (13,11)",,,
Howdy Go Lucky Disco Ball,19284W,White,Distressed,,,"x-sam (13,11)",,,
Howdy Go Lucky Disco Ball,19284B,Black,Distressed,,,"x-sam (13,11)",,,
Leopard Howdy Lucky,19285Gre,Green,Solid,,,"x-sam (13,11)",,,
Leopard Howdy Lucky,19285W,White,Solid,,,"x-sam (13,11)",,,
Leopard Howdy Lucky,19285B,Black,Solid,,,"x-sam (13,11)",,,
Howdy Go Lucky Cowboy Hat,19286M,Multi,DTF,,,"x-sam (13,11)",,,
St. Patrick's Affirmations ,19287M,Multi,DTF,,,"x-sam (13,11)",,,
Lucky Shirt Bold,19288M,Multi,DTF,,,"x-sam (13,11)",,,
Irish University,19289W,White,Distressed,,,"x-sam (13,11)",,,
Irish University,19289B,Black,DIstressed,,,"x-sam (13,11)",,,
Irish University,19289GRE,Green,DIstressed,,,"x-sam (13,11)",,,
Checkered Lucky Teacher,19290M,Multi,DTF,,,"x-sam (13,11)",,,
Lucky Mama Varsity Clover ,19291M,Multi,DTF,,,"x-sam (13,11)",,,
Lucky Babe Dice,19292M,Multi,DTF,,,"x-sam (13,11)",,,
Feelin Lucky Leprechaun,19293M,Multi,DTF,,,"x-sam (13,11)",,,
